W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
0,0,-1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,-1,1,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,-1,0,-1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,-1,0,1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1,-1,1,-1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,-1,-1,0,0,0,1,0,1,0,-1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,1,0,1,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-20,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,6,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1
0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0,1,0,0,1,1,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,1,0,0,-450,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-399,0,1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,6,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
1,4,-91,9,7,3,4,2,8,3,6,0,7,8,4,2,3,6,5,1,2,2,5,5,-15,9,8,9,3,5,9,8,-16,3,5,7,7,5,6,3,0,9,4,2,5,3,3,8,6,4,2,-21,0,6,1,7,3,7,7,7,9,3,7,7,2,6,4,1,9,8,8,1,8,9,7,1,9,4,3,0,9,7,0,6,-15,1,9,4,0,1,5,-5,3,1,9,6,0,9,8,9,4,7,4,-10,6,0,9,1,8,1,6,3,8,8,1,-22,9,1,3,6,9,6,5,1,9,7,0,4,8,8,1,7,2,7,1,2,0,3,7,2,2,8,7,9,4,9,7,2,1,1,0,8,8,5,6,1,6,3,2,-12,5,7,0,2,9,8,2,3,-18,9,4,1,6,9,5,5,9,9,3,9,-10,7,0,0,8,6,4,9,9,2,0,5,6,1,8,8,0,4,1,-27,9,4,4,8,9,0,6,6,-27,3,8,7,9,4,9,4,4,1,7,-19,-18,-21,3,0,2,1,1,2,0,8,-29,9,6,5,3,1,2,-30,4,3
0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,-15,-1,0,0,-199,-200,0,-1,-200,0,0,-200,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,-200,-200,-200,0,0,0,0,0,0,0,0,-1,-200,0,-1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0
0,0,-1,0,0,0,-20,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-19,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,-1,2,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,5,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,9,0,7,3,7,4,9,2,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,9,1,2,8,1,0,1,8,5,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,5,8,5,5,1,7,1,0,-1,0,0,0,0,0,0,0,0,0,1,3,4,9,-1,1,-3604,2,0,4,0,0,4,1,1,0,0,0,0,-1,0,0,1,0,1,1,2,2,1,3,8,7,5,8,7,1,5,1,0,0,0,0,0,0,0,0,0,0,1,4,6,7,7,-29,-110,8,6,3,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,7,0,7,-3998,0,-215,6,-41,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,6,1,2,-47,3,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-4000,1,1,1,8,5,5,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,-5308,1,1,1,1,4,1,0,-1,0
0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0
0,0,-1,-200,-1,0,0,0,0,0,0,0,0,5,0,0,1,0,-199,0,3,0,0,0,0,0,0,0,-1,0,0,-180,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,3,0,0,-1,0,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0
7,1,0,3,6,6,0,3,0,1,5,1,0,7,1,4,9,6,8,1,6,3,2,9,6,-10,3,1,3,6,-299,1,-285,-288,0,8,5,6,4,5,9,2,7,9,2,4,8,4,0,0,9,0,5,1,5,3,9,0,1,9,5,1,5,7,1,2,0,8,7,7,2,1,7,3,1,2,7,0,-21,0,9,2,2,8,8,0,5,5,7,7,0,1,7,3,-300,0,0,1,-10,9,0,6,9,0,3,7,-8,5,1,1,7,0,0,3,7,9,8,5,3,5,-36,-19,4,4,2,8,-10,7,8,9,-9,-7,5,8,8,6,6,5,8,5,6,5,9,4,7,5,9,2,0,-21,-12,-23,5,2,3,7,9,0,7,4,2,8,-9,6,6,2,9,0,2,9,5,6,-26,8,5,9,4,6,9,8,1,7,4,4,9,8,9,3,7,6,4,4,3,3,7,9,-14,9,-7,2,3,7,3,6,-18,1,0,9,2,9,6,9,5,0,6,0,6,7,5,3,8,3,6,6,0,9,0,7,1,2,9,4,5,-19,-2,8,1,7,7,5
0,0,-1,-55,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0
-50,0,0,0,0,0,-45,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-50,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,6,4,-6,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,1,1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-100,0,-1,-1,1,0,-1,0,0,0,-80,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-88,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0
0,0,0,0,-1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,-20,-1,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-20,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-20,0,0,-1,0,0,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,-1,1,-1,0,0,0,0,0,-1,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,-1,1,-1,1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,1,0,0,-1,1,-1,0,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,-1,1,0
0,-1,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,1,1,1,1,-1,0,-1,0,-1,1,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,-2300,0,-2100,0,0,0,0,-2220,0,0,0,0,-1,0,0,0,0,0,-2100,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,-15,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,1,-1,1,1,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,-1,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
